business_name,country,city,zone,reason,matched_existing_record,matched_source_file,source_url
Consulturio de Medicina del Deporte,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12574528101
Pediatría,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12574528102
Look Dental,Mexico,Metepec,Metepec/Toluca premium,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.clinicalookdental.com/,,https://www.openstreetmap.org/node/12577090728
Podamed,Mexico,Metepec,Metepec/Toluca premium,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,www.centrodeespecialidadessaludatuvida.com,,https://www.openstreetmap.org/node/12577473670
Consultorio Medico De Especialidad Acupuntura Y Homeopatia,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12578141253
Clinica Sg Dental,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12581308340
Consultorio Dental Aibident,Mexico,Metepec,Metepec/Toluca premium,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://albident.com/,,https://www.openstreetmap.org/node/12582183141
Biomagnetismo Medico,Mexico,Metepec,Metepec/Toluca premium,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,www.anuarmustregoiz.com.mx,,https://www.openstreetmap.org/node/12582339401
Pedicurista,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12583241876
Terapia Fisica Y Rehabilitacion Anna,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12583268832
Clínica Biorenova Toluca,Mexico,Metepec,Metepec/Toluca premium,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,www.biorenova.net,,https://www.openstreetmap.org/node/12585070578
Terapeutica Rosher,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12585095431
Consultorio Médico De Ortopedia y Traumatología,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12585213824
Consultorio Médico Heliodoro Bernal Abarca,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12585224315
Centro De Masaje Terapeutico Y Rehabilitacion,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12586071375
Consultorio Dental Lila Dent,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12587656009
Medinámico,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12588812967
Consultorio Psicológico Integral,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12588835054
Tooth-i Dent,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12590218199
Centro Psicoterapeutico Dime,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12590222044
Centro Quiroterapeutico Integral,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12590263303
Instituto Tecnico Ejecutivo En Computacion E Ingles,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12590290817
Vens S,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12590299087
Consultorio Dental Sin Nombe,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12590425236
Midental,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12590437889
Healthy People,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12590482319
Clínica Medicina Estética,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12594053291
Clínica Dental Teeth and Tooth,Mexico,Metepec,Metepec/Toluca premium,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.teethandtooth.mx/,,https://www.openstreetmap.org/node/12594117019
Daling,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12594127440
Body Nutrition,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12594149888
Consultorio de Nutrición,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12594163413
Atencion Y Orientacion Psicologica Biopsic,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12594409695
Easy English,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12594492131
Córdova Crosby Odontóloga,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12595811445
Consultorio de Cirugía Maxilofacial e Implantes,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12595819576
Grupo Odontológico Toluca,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12595903815
Grupo Odontologico La Asuncion,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12596710652
Clinica Vive,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12597084869
Colegio Mexiquense De Audicion Y Lenguaje,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12597111287
Galhez,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12598433149
Mundo Dental,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12598796664
Grupo De Especialidades Odontologicas Del Valle Toluca,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12599750533
Quiropedista,Mexico,Metepec,Metepec/Toluca premium,No coincide con formato mexicano esperado.,,,https://www.openstreetmap.org/node/12599799997
Ubedental,Mexico,Metepec,Metepec/Toluca premium,No coincide con formato mexicano esperado.,,,https://www.openstreetmap.org/node/12607882771
Medica Vitalife,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12609808065
Consultorio De Psiquiatria,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12609999568
Consultiorio Psicoterapeuta Individual Y Grupal,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12609999569
Transformacion,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12619254442
Terapias Psicoterapias Y Rehabilitacion Fisica,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12619927347
Consultorio Dr. F. Eduardo Sánchez García,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12623346526
Consultorio Dental Plus,Mexico,Metepec,Metepec/Toluca premium,No hay teléfono público.,,,https://www.openstreetmap.org/node/12623823904
Consultorio Psicologico Integral,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12626468773
Cocolare. Consultorio Dental Integral,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12626527304
Smile Kids Center,Mexico,Metepec,Metepec/Toluca premium,No coincide con formato mexicano esperado.,,,https://www.openstreetmap.org/node/12627280924
Consultorio De Psicopedagogia Brainbow,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12676898947
Consultorio Dental Dental Serr,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12714930537
Body Clinic,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12728100160
Laboratorio Dental Mayli,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12731807996
Consultorio Dental Smiles,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/12741701498
Fuerza De Un Angel,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/566492536
Centro de Salud La Magdalena Ocotitlán,Mexico,Metepec,Metepec/Toluca premium,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/848236047
Bogotá query,Colombia,Bogotá,Chicó/Usaquén/Chapinero/Parque 93/Rosales,Overpass query failed: Overpass request failed: The read operation timed out,,,
Bogotá query,Colombia,Bogotá,Santa Bárbara/Cedritos/Colina,Overpass query failed: Overpass request failed: The read operation timed out,,,
Café Zorba,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://cafezorba.com.co/,,https://www.openstreetmap.org/node/2089497823
Toucan Spanish School,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.toucanspanish.com/,,https://www.openstreetmap.org/node/4951844629
"Restaurante La Matriarca, Medellín",Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://lamatriarca.com/,,https://www.openstreetmap.org/node/5043799630
Casero,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,No coincide con formato colombiano esperado.,,,https://www.openstreetmap.org/node/5101600224
La Luciola,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,No coincide con formato colombiano esperado.,,,https://www.openstreetmap.org/node/5186466071
Federal Ribs,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.federalribs.com,,https://www.openstreetmap.org/node/5394858824
Federal Ribs,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.federalribs.com,,https://www.openstreetmap.org/node/5394900821
Rico Ajiaco y Algo más,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.ricoajiaco.com,,https://www.openstreetmap.org/node/5546129027
Betty's Bowls,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://bettysbowls.com/,,https://www.openstreetmap.org/node/5749477828
Gato,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.menudigital.com/restaurante/gato,,https://www.openstreetmap.org/node/5755353121
Sushi Gama,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.sushigama.com/,,https://www.openstreetmap.org/node/6069193185
Pane e Pomodoro,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://paneepomodoro.com.co/,,https://www.openstreetmap.org/node/6496463785
Buena Vibra street food,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://buena-vibra-street-food.negocio.site/,,https://www.openstreetmap.org/node/7020859487
La Pesqueira,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://pesqueira.co/,,https://www.openstreetmap.org/node/7179756723
Acqua Spa Bellza,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,www.acquaspabellza.com,,https://www.openstreetmap.org/node/7265311047
Centro Médico San Camilo,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,No coincide con formato colombiano esperado.,,,https://www.openstreetmap.org/node/7808521292
